factor_id,name,scope,category_path,unit,gas,value_kgco2e_per_unit,geography,publication_year,source,source_version,licence,retrieved_on
desnz.2025.27_304_3112_14_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),tonne.km,CH4,0.00011,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_14_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),tonne.km,N2O,0.00538,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3109_4_1,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CO2e,0.46138,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3109_4_2,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CO2,0.45595,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3109_4_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CH4,0.00011,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3109_4_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,N2O,0.00532,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3110_4_1,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CO2e,0.50103,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3110_4_2,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CO2,0.4956,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3110_4_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CH4,0.00011,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3110_4_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,N2O,0.00532,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3111_4_1,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CO2e,0.54068,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3111_4_2,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CO2,0.53525,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3111_4_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CH4,0.00011,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3111_4_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,N2O,0.00532,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_4_1,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CO2e,0.49548,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_4_2,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CO2,0.49005,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_4_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,CH4,0.00011,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_4_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),km,N2O,0.00532,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3109_9_1,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CO2e,0.74251,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3109_9_2,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CO2,0.73378,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3109_9_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CH4,0.00018,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3109_9_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,N2O,0.00855,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3110_9_1,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CO2e,0.80632,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3110_9_2,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CO2,0.79759,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3110_9_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CH4,0.00018,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3110_9_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,N2O,0.00855,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3111_9_1,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CO2e,0.87012,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3111_9_2,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CO2,0.86139,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3111_9_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CH4,0.00018,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3111_9_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,N2O,0.00855,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_9_1,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CO2e,0.79738,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_9_2,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CO2,0.78865,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_9_3,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,CH4,0.00018,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3112_9_4,Freighting goods — HGV (all diesel) — Rigid (>3.5 - 7.5 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>3.5 - 7.5 tonnes),miles,N2O,0.00855,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_14_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CO2e,0.26427,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_14_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CO2,0.26166,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_14_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CH4,6e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_14_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,N2O,0.00255,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_14_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CO2e,0.14849,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_14_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CO2,0.14719,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_14_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CH4,2e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_14_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,N2O,0.00128,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_14_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CO2e,0.36362,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_14_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CO2,0.35979,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_14_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,CH4,8e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_14_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),tonne.km,N2O,0.00375,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3113_4_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CO2e,0.55061,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3113_4_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CO2,0.54399,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3113_4_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CH4,0.00013,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3113_4_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,N2O,0.00648,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_4_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CO2e,0.62832,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_4_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CO2,0.6217,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_4_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CH4,0.00013,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_4_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,N2O,0.00648,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_4_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CO2e,0.70603,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_4_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CO2,0.69941,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_4_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CH4,0.00013,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_4_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,N2O,0.00648,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_4_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CO2e,0.60501,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_4_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CO2,0.59839,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_4_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,CH4,0.00013,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_4_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),km,N2O,0.00648,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3113_9_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CO2e,0.88612,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3113_9_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CO2,0.87546,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3113_9_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CH4,0.00022,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3113_9_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (0% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,N2O,0.01043,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_9_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CO2e,1.01119,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_9_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CO2,1.00053,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_9_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CH4,0.00022,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3114_9_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,N2O,0.01043,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_9_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CO2e,1.13625,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_9_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CO2,1.12559,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_9_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CH4,0.00022,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3115_9_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (100% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,N2O,0.01043,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_9_1,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CO2e,0.97367,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_9_2,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CO2,0.96301,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_9_3,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,CH4,0.00022,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3116_9_4,Freighting goods — HGV (all diesel) — Rigid (>7.5 tonnes-17 tonnes) (Average laden),3,Freighting goods / HGV (all diesel) / Rigid (>7.5 tonnes-17 tonnes),miles,N2O,0.01043,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3118_14_1,Freighting goods — HGV (all diesel) — Rigid (>17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>17 tonnes),tonne.km,CO2e,0.21116,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3118_14_2,Freighting goods — HGV (all diesel) — Rigid (>17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>17 tonnes),tonne.km,CO2,0.20879,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3118_14_3,Freighting goods — HGV (all diesel) — Rigid (>17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>17 tonnes),tonne.km,CH4,4e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.27_304_3118_14_4,Freighting goods — HGV (all diesel) — Rigid (>17 tonnes) (50% Laden),3,Freighting goods / HGV (all diesel) / Rigid (>17 tonnes),tonne.km,N2O,0.00232,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
